gene_name	gene_ID	transcript_ID	alteration	chromosome_37	start_37	end_37	action	link	role_in_cancer
BRCA1	ENSG00000012048	ENST00000357654	Large Deletion	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Large Deletion	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Large Deletion	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Large Deletion	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT00966888	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT01482715	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02988817	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (fallopian tube ca)	https://clinicaltrials.gov/ct2/show/NCT02476968	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (fallopian tube ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (fallopian tube ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02476968	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02988817	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT02476968	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA1	ENSG00000012048	ENST00000357654	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT00966888	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT01482715	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02988817	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (fallopian tube ca)	https://clinicaltrials.gov/ct2/show/NCT02476968	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (fallopian tube ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (fallopian tube ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02476968	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02988817	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT02476968	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Large Deletion	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT00966888	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT01482715	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02988817	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (fallopian tube ca)	https://clinicaltrials.gov/ct2/show/NCT02476968	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (fallopian tube ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (fallopian tube ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02476968	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02988817	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT02476968	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT02855944	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (prim peritoneal ca)	https://clinicaltrials.gov/ct2/show/NCT03117933	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	tumour suppressor
BRCA2	ENSG00000139618	ENST00000544455	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	tumour suppressor
CCND1	ENSG00000110092	ENST00000227507	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
CCND1	ENSG00000110092	ENST00000227507	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	oncogene
CCND1	ENSG00000110092	ENST00000227507	Amplification	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	oncogene
CDK4	ENSG00000135446	ENST00000257904	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	
CHEK1	ENSG00000149554	ENST00000428830	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
CHEK1	ENSG00000149554	ENST00000428830	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
CHEK1	ENSG00000149554	ENST00000428830	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
CHEK1	ENSG00000149554	ENST00000428830	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
CHEK1	ENSG00000149554	ENST00000428830	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
CHEK1	ENSG00000149554	ENST00000428830	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (RCC)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02483858	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (glioblastoma)	https://clinicaltrials.gov/ct2/show/NCT02343406	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (glioblastoma)	https://clinicaltrials.gov/ct2/show/NCT02573324	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
EGFR	ENSG00000146648	ENST00000275493	Amplification	NA	NA	NA	Trial (thyroid ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ELL	ENSG00000105656	ENST00000262809	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
ELL	ENSG00000105656	ENST00000262809	Fusion	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (ACC)	https://clinicaltrials.gov/ct2/show/NCT01695005	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT01397929	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT02205047	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT02314117	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT02545504	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT02678182	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (GEJ ca)	https://clinicaltrials.gov/ct2/show/NCT02884453	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (GM)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (LMS)	https://clinicaltrials.gov/ct2/show/NCT01695005	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT01397929	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT01458067	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT01795768	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT01920061	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02157792	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02314481	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02554812	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02890069	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT03096054	oncogene
ERBB2	ENSG00000141736	ENST00000269571	Amplification	NA	NA	NA	Trial (RCC)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
